concept_A,concept_B,label
logarithm,addition,0
algebra,algebraic_expression,0
exponentiation,degree_of_a_polynomial,0
line_(geometry),conic_section,0
mathematics,differential_equation,0
complex_number,identity_(mathematics),0
pythagorean_theorem,mathematics,1
equation_solving,domain_of_a_function,0
addition,matrix_ring,0
rational_root_theorem,equation_solving,1
logarithm,identity_(mathematics),0
mathematics,cubic_function,0
mathematics,identity_(mathematics),0
geometry,orientation_(geometry),0
equation,system_of_linear_equations,0
square_(algebra),number,1
mathematics,logarithm,0
geometry,unit_circle,0
geometry,circular_motion,0
open_set,set_(mathematics),1
rational_root_theorem,rational_number,1
rotation_(mathematics),mathematics,1
quadratic_equation,nth_root,0
rotation_of_axes,ellipse,0
transformation_(function),coordinate_system,0
equation,geometry,0
mathematics,cartesian_coordinate_system,0
range_(mathematics),limit_(mathematics),0
trigonometry,pythagorean_trigonometric_identity,0
integer,algebraic_expression,0
mathematics,rotation_(mathematics),0
algebraic_expression,arithmetic,1
prime_number,polynomial_long_division,0
polynomial,rational_root_theorem,0
minor_(linear_algebra),matrix_(mathematics),1
linear_function,mathematics,1
complex_number,subtraction,0
floor_and_ceiling_functions,binomial_coefficient,0
vertical_line_test,geometry,1
synthetic_division,factorization,0
binomial_theorem,polynomial,1
matrix_(mathematics),vector_(mathematics_and_physics),0
polynomial,addition,1
matrix_(mathematics),square_matrix,0
multiplication,empty_set,0
sign_(mathematics),inverse_element,0
synthetic_division,mathematics,1
negative_number,subtraction,0
binomial,number,1
perpendicular,analytic_geometry,0
circular_sector,curve,1
linear_equation,line_(geometry),1
natural_logarithm,e_(mathematical_constant),1
zero_of_a_function,graph_of_a_function,0
circle,conic_section,0
parity_(mathematics),square_(algebra),0
imaginary_number,real_number,1
coordinate_system,vector_field,0
binary_number,number,1
line_segment,transformation_(function),0
arithmetic,product_(mathematics),0
symmetry,geometry,0
binary_logarithm,common_logarithm,0
integer,function_(mathematics),0
matrix_ring,addition,1
ellipse,curve,1
binomial_coefficient,binomial_theorem,1
edge,line_(geometry),1
angle,solution_of_triangles,0
linear_equation,graph_of_a_function,0
equation,algebraic_equation,0
addition,equation,0
infinity,limit_(mathematics),0
polynomial,integer,1
vector_(mathematics_and_physics),position_(vector),0
law_of_sines,spherical_law_of_cosines,0
number,product_(mathematics),0
partial_fraction_decomposition,polynomial_long_division,0
linear_equation,change_of_variables,0
polynomial,fundamental_theorem_of_algebra,0
base_(exponentiation),common_logarithm,0
geometry,eccentricity_(mathematics),0
domain_of_a_function,cartesian_coordinate_system,0
polynomial,linear_function,0
mathematics,arithmetic_mean,0
function_(mathematics),limit_of_a_function,0
fundamental_theorem_of_algebra,real_number,1
algebraic_expression,subtraction,0
equality_(mathematics),identity_(mathematics),0
cross_product,real_number,0
division_(mathematics),real_number,0
number,linear_inequality,0
mathematics,summation,0
multiplication,commutative_property,0
linear_function,derivative,0
multiplication,binary_logarithm,0
logarithm,natural_number,0
linear_equation,complex_number,0
norm_(mathematics),vector_(mathematics_and_physics),1
empty_sum,summation,1
transformation_(function),circle,0
graph_of_a_function,vertical_line_test,0
integer,rational_number,0
trigonometric_tables,trigonometry,1
associative_property,real_number,0
equation_solving,empty_set,0
cross_product,arithmetic,1
binary_logarithm,arithmetic,1
prime_number,binary_logarithm,0
product_(mathematics),arithmetic,1
equality_(mathematics),equation,0
mathematics,product_topology,0
binomial_theorem,mathematics,1
line_segment,solution_of_triangles,0
division_(mathematics),inequality_(mathematics),0
matrix_multiplication,main_diagonal,0
trigonometry,mathematics,1
trigonometry,trigonometric_tables,0
number,algebraic_operation,0
complex_number,division_(mathematics),0
unit_circle,curve,1
law_of_sines,circle,0
arithmetic,exponential_function,0
injective_function,inverse_function,0
trigonometric_tables,geometry,1
number,division_by_zero,0
polygon,mathematics,1
mathematics,transformation_(function),0
function_(mathematics),inverse_trigonometric_functions,0
trigonometric_tables,mathematics,1
pythagorean_theorem,inverse_trigonometric_functions,0
associative_property,addition,0
matrix_(mathematics),matrix_multiplication,0
algebraic_expression,real_number,0
rational_number,equation_solving,0
plane_(geometry),plane_curve,0
geometric_progression,geometry,0
scalar_multiplication,elementary_matrix,0
mathematics,piecewise,0
exponentiation,cartesian_coordinate_system,0
multiplication,polynomial,0
linear_equation,vertical_line_test,0
e_(mathematical_constant),real_number,0
equation_solving,equality_(mathematics),1
mathematics,multiplicative_inverse,0
function_(mathematics),inequality_(mathematics),0
even_and_odd_functions,function_(mathematics),1
complex_number,set_(mathematics),0
circle,line_(geometry),1
division_by_zero,division_(mathematics),1
identity_(mathematics),mathematics,1
interval_(mathematics),closed_set,0
analytic_geometry,geometry,1
coordinate_system,number,1
equation,function_(mathematics),0
integer,natural_number,0
matrix_(mathematics),matrix_ring,0
binomial,calculus,0
cross_product,mathematics,1
sum,arithmetic,1
multiplication,product_(mathematics),0
exponentiation,identity_(mathematics),0
arithmetic,matrix_ring,0
floor_and_ceiling_functions,series_(mathematics),0
real_number,graph_of_a_function,0
geometry,origin_(mathematics),0
polynomial,binomial,0
degree_of_a_polynomial,polynomial_long_division,0
mathematics,exponential_function,0
number,cross_product,0
complex_number,rational_number,0
absolute_value,real_number,1
work_(physics),calculus,0
associative_property,exponentiation,0
mathematics,sine,0
matrix_(mathematics),determinant,0
cartesian_coordinate_system,number,1
function_(mathematics),transformation_(function),0
number,multiplication,0
mathematics,mathematical_proof,0
associative_property,algebraic_expression,0
chord_(geometry),curve,1
mathematics,calculus,0
product_(mathematics),cross_product,0
e_(mathematical_constant),number,1
exponentiation,binary_logarithm,0
exponentiation,number,1
rational_number,rational_root_theorem,0
mathematics,operation_(mathematics),0
plane_(geometry),complex_plane,0
graph_of_a_function,quadrant_(plane_geometry),0
limit_(mathematics),limit_of_a_function,0
partial_fraction_decomposition,integer,1
multiplication,scalar_multiplication,0
fundamental_theorem_of_algebra,equation,1
addition,inequality_(mathematics),0
inverse_function,change_of_variables,0
plane_curve,asymptote,0
hyperbola,rotation_of_axes,0
descartes'_rule_of_signs,real_number,0
number,absolute_value,0
set_(mathematics),set-builder_notation,0
differential_equation,equality_(mathematics),1
analytic_geometry,plane_(geometry),1
geometry,linear_equation,0
complex_number,equation,0
square_root,pythagorean_theorem,0
binary_logarithm,exponentiation,1
number,parametric_equation,0
set_(mathematics),equation_solving,0
point_(geometry),solution_of_triangles,0
invertible_matrix,matrix_(mathematics),1
addition,algebraic_expression,0
complex_number,commutative_property,0
pythagorean_theorem,rational_number,0
binary_logarithm,scientific_notation,0
complex_number,rational_function,0
product_topology,product_(mathematics),1
semi-major_axis,hyperbola,0
line_segment,spherical_law_of_cosines,0
arithmetic,arithmetic_mean,0
polynomial,zero_of_a_function,0
multiplication,rational_root_theorem,0
addition,arithmetic,1
set_(mathematics),closed_set,0
exponential_growth,mathematics,1
inverse_element,sign_(mathematics),1
rational_root_theorem,arithmetic,1
secant_line,interval_(mathematics),0
quadrant_(plane_geometry),mathematics,1
system_of_linear_equations,geometry,1
vector_field,derivative,0
ellipse,line_(geometry),1
complex_number,complex_conjugate,0
matrix_multiplication,arithmetic,1
mathematics,exponentiation,0
number,natural_logarithm,0
eccentricity_(mathematics),circle,1
spherical_law_of_cosines,trigonometry,1
force,simple_harmonic_motion,0
polynomial_long_division,rational_root_theorem,0
rational_number,e_(mathematical_constant),0
linear_inequality,algebra,1
addition,degree_of_a_polynomial,0
solution_of_triangles,line_segment,1
system_of_linear_equations,equation,1
calculus,limit_of_a_function,0
unit_circle,line_(geometry),1
function_(mathematics),injective_function,0
hyperbola,cone,0
mathematics,curve,0
natural_logarithm,mathematics,1
square_root,function_(mathematics),0
square_root,geometry,0
curve,eccentricity_(mathematics),0
number,base_(exponentiation),0
number,basis_(linear_algebra),0
triangle,mathematics,1
square_root,quadratic_function,0
function_(mathematics),dependent_and_independent_variables,0
set-builder_notation,real_number,0
exponentiation,function_(mathematics),0
number,rational_number,0
function_(mathematics),constant_function,0
multiplication,number,1
mathematics,radius,0
open_set,interval_(mathematics),0
function_composition,function_(mathematics),1
quadratic_equation,negative_number,0
mathematics,homogeneous_polynomial,0
circle,rational_number,0
linear_equation,equality_(mathematics),1
square_(algebra),mathematics,1
algebraic_expression,addition,1
polynomial_long_division,addition,1
addition,elementary_matrix,0
mathematics,square_root,0
division_by_zero,number,1
logarithm,complex_number,0
exponential_function,real_number,0
asymptote,curve,1
number,binary_number,0
negative_number,distance,0
number,binary_logarithm,0
algebraic_expression,e_(mathematical_constant),0
linear_equation,number,1
natural_logarithm,multiplication,1
polynomial,real_number,0
degree_of_a_polynomial,algebraic_expression,0
quadratic_equation,equality_(mathematics),1
equality_(mathematics),fundamental_theorem_of_algebra,0
scientific_notation,e_(mathematical_constant),0
algebraic_expression,square_(algebra),1
mathematics,floor_and_ceiling_functions,0
analytic_geometry,equality_(mathematics),1
integer,polynomial_long_division,0
set_(mathematics),distance,0
circle,curve,1
number,binomial_theorem,0
arithmetic,quadratic_formula,0
point_(geometry),origin_(mathematics),0
square_root,quadratic_equation,0
binomial_coefficient,addition,1
open_set,domain_of_a_function,0
arithmetic,binary_logarithm,0
polynomial_long_division,factorization,0
multiplication,dot_product,0
natural_logarithm,logarithm,1
mathematics,descartes'_rule_of_signs,0
sine_wave,trigonometry,1
algebra,square_root,0
polynomial,degree_of_a_polynomial,0
natural_number,negative_number,0
algebraic_operation,mathematics,1
factorization,arithmetic,1
mathematics,constant_function,0
differential_equation,equation,1
multiplication,real_line,0
natural_number,rational_number,0
square_root,inverse_trigonometric_functions,0
square_root,algebra,1
line_(geometry),vertical_line_test,0
number,equation_solving,0
fundamental_theorem_of_algebra,addition,1
basis_(linear_algebra),algebra,1
synthetic_division,number,1
polynomial,partial_fraction_decomposition,0
function_(mathematics),zero_of_a_function,0
rational_root_theorem,integer,1
base_(exponentiation),binary_logarithm,0
partial_fraction_decomposition,mathematics,1
imaginary_number,square_(algebra),0
algebra,algebraic_operation,0
exponentiation,natural_number,0
interval_(mathematics),analytic_geometry,0
absolute_value,number,1
eccentricity_(mathematics),cone,1
mathematics,trigonometric_functions,0
zero_(complex_analysis),number,1
multiplication,equation,0
arithmetic,base_(exponentiation),0
linear_function,function_(mathematics),1
division_(mathematics),polynomial_long_division,0
addition,geometry,0
linear_equation,real_number,0
inequality_(mathematics),linear_inequality,0
mathematics,conic_section,0
equation,real_number,0
set_(mathematics),empty_set,0
cartesian_coordinate_system,mathematics,1
exponential_function,identity_(mathematics),0
exponential_growth,exponentiation,1
piecewise,function_(mathematics),1
quadratic_formula,multiplication,1
scalar_multiplication,vector_(mathematics_and_physics),1
degree_of_a_polynomial,synthetic_division,0
inequality_(mathematics),algebra,1
equation_solving,rational_root_theorem,0
geometry,closed_set,0
prime_number,floor_and_ceiling_functions,0
parallel_(geometry),mathematics,1
addition,division_(mathematics),0
matrix_ring,matrix_(mathematics),1
sign_(mathematics),real_number,0
simultaneous_equations,equality_(mathematics),1
real_number,number,1
complex_number,natural_logarithm,0
inverse_function,function_(mathematics),1
degree_of_a_polynomial,integer,1
number,quadratic_equation,0
degree_of_a_polynomial,multiplicative_inverse,0
constant_function,slope,0
rotation_of_axes,number,1
negative_number,rational_number,0
exponentiation,scientific_notation,0
summation,empty_sum,0
real_number,zero_(complex_analysis),0
common_logarithm,scientific_notation,0
extended_real_number_line,number,1
pythagorean_trigonometric_identity,mathematics,1
real_number,square_root,0
closed_set,set_(mathematics),1
addition,partial_fraction_decomposition,0
triangle,solution_of_triangles,0
polynomial,binomial_theorem,0
mathematics,monotonic_function,0
asymptote,vertical_line_test,0
unit_circle,sine,0
mathematics,interval_(mathematics),0
mathematics,scalar_multiplication,0
equality_(mathematics),analytic_geometry,0
calculus,series_(mathematics),0
real_number,distributive_property,0
sum,addition,1
mathematics,perpendicular,0
function_(mathematics),range_(mathematics),0
associative_property,set_(mathematics),0
rational_function,function_(mathematics),1
circular_motion,circle,1
complex_number,imaginary_number,0
cone,ellipse,0
polynomial,nth_root,0
open_set,empty_set,0
eccentricity_(mathematics),conic_section,1
common_logarithm,logarithm,1
fundamental_theorem_of_algebra,number,1
displacement_(vector),calculus,0
subtraction,number,1
rational_number,real_line,0
analytic_geometry,angle,1
constant_function,domain_of_a_function,0
arithmetic_mean,mathematics,1
zero_of_a_function,domain_of_a_function,1
number,dot_product,0
spherical_law_of_cosines,trigonometric_functions,1
function_(mathematics),function_composition,0
quadratic_formula,addition,1
mathematics,line_(geometry),0
equation,equation_solving,0
rational_root_theorem,multiplication,1
orientation_(geometry),geometry,1
binomial_theorem,real_number,0
binomial_theorem,binomial_coefficient,0
polar_coordinate_system,plane_(geometry),1
mathematics,pythagorean_theorem,0
spherical_law_of_cosines,polygon,0
transformation_(function),set_(mathematics),0
function_(mathematics),binary_logarithm,0
algebraic_expression,integer,1
arithmetic,cross_product,0
symmetry,even_and_odd_functions,0
parametric_equation,number,1
geometric_series,pythagorean_theorem,0
base_(exponentiation),logarithm,0
square_root,rational_number,0
exponential_growth,natural_logarithm,0
distance,analytic_geometry,0
complex_number,inequality_(mathematics),0
exponential_function,graph_of_a_function,0
number,partial_fraction_decomposition,0
trigonometric_functions,pythagorean_trigonometric_identity,0
polynomial,interval_(mathematics),0
circle,quadratic_function,0
product_(mathematics),number,1
complex_number,cartesian_coordinate_system,0
partial_fraction_decomposition,division_(mathematics),1
mathematics,polynomial,0
real_number,multiplicative_inverse,0
rational_root_theorem,mathematics,1
mathematics,factorization,0
hyperbola,geometry,0
integer,equation_solving,0
mathematics,origin_(mathematics),0
elementary_matrix,matrix_(mathematics),1
curve,chord_(geometry),0
conic_section,eccentricity_(mathematics),0
equation,mathematics,1
minor_(linear_algebra),inverse_function,0
synthetic_division,division_(mathematics),1
vector_field,matrix_multiplication,0
polynomial,complex_number,0
equation,rational_number,0
quadratic_equation,polynomial_long_division,0
identity_matrix,matrix_(mathematics),1
arithmetic,multiplicative_inverse,0
degree_of_a_polynomial,multiplication,1
arithmetic,sum,0
trigonometric_functions,spherical_law_of_cosines,0
addition,nth_root,0
number,imaginary_number,0
binomial_coefficient,real_number,0
addition,parity_(mathematics),0
polynomial,arithmetic,1
multiplication,exponentiation,0
integer,number,1
matrix_(mathematics),invertible_matrix,0
function_(mathematics),empty_set,0
mathematics,matrix_ring,0
law_of_sines,geometry,1
subtraction,mathematics,1
open_set,closed_set,0
inverse_trigonometric_functions,inverse_function,1
calculus,geometric_series,0
binomial,factorization,0
quadratic_equation,equation_solving,0
logarithm,exponential_growth,0
force,vector_field,0
arithmetic,degree_of_a_polynomial,0
quadratic_function,empty_set,0
binary_logarithm,logarithm,1
real_number,mathematical_proof,0
range_(mathematics),inverse_trigonometric_functions,0
mathematics,triangular_matrix,0
exponential_function,addition,0
inverse_trigonometric_functions,mathematics,1
mathematics,injective_function,0
binomial_theorem,arithmetic,1
line_(geometry),complex_number,0
mathematics,linear_function,0
degree_of_a_polynomial,mathematics,1
number,fundamental_theorem_of_algebra,0
solution_of_triangles,polygon,1
plane_curve,line_(geometry),1
differential_equation,mathematics,1
conic_section,circle,1
quadratic_formula,mathematics,1
calculus,fundamental_theorem_of_algebra,0
factorization,multiplication,1
main_diagonal,matrix_(mathematics),1
complex_number,graph_of_a_function,0
geometry,analytic_geometry,0
equation,algebraic_expression,0
linear_equation,analytic_geometry,0
multiplication,elementary_matrix,0
descartes'_rule_of_signs,polynomial_long_division,0
algebra,linear_inequality,0
algebraic_equation,mathematics,1
mathematics,range_(mathematics),0
determinant,transformation_(function),0
natural_logarithm,binary_logarithm,0
point_(geometry),law_of_sines,0
partial_fraction_decomposition,factorization,1
unit_circle,mathematics,1
multiplication,natural_number,0
domain_of_a_function,mathematics,1
algebraic_expression,algebra,1
polynomial_long_division,arithmetic,1
descartes'_rule_of_signs,number,1
binomial_coefficient,polynomial,1
linear_inequality,number,1
number,algebraic_expression,0
algebraic_expression,multiplication,1
subtraction,integer,0
identity_matrix,main_diagonal,1
quadratic_equation,graph_of_a_function,0
homogeneous_polynomial,arithmetic,1
point_(geometry),line–line_intersection,0
addition,natural_number,0
prime_number,parity_(mathematics),0
mathematics,pythagorean_trigonometric_identity,0
trigonometric_functions,mathematics,1
e_(mathematical_constant),multiplicative_inverse,0
mathematics,edge,0
rational_number,closed_set,0
union_(set_theory),associative_property,0
linear_inequality,inequality_(mathematics),1
number,inequality_(mathematics),0
commutative_property,real_number,0
mathematics,rational_root_theorem,0
linear_function,matrix_(mathematics),0
division_by_zero,mathematics,1
scalar_multiplication,vector_field,0
quadrant_(plane_geometry),geometry,1
zero_of_a_function,geometry,0
common_logarithm,arithmetic,1
conic_section,cone,1
algebraic_expression,mathematics,1
mathematics,natural_logarithm,0
monotonic_function,function_(mathematics),1
set_(mathematics),function_(mathematics),0
matrix_multiplication,matrix_(mathematics),1
geometry,law_of_sines,0
linear_inequality,equality_(mathematics),1
natural_number,function_(mathematics),0
exponentiation,mathematics,1
mathematics,parametric_equation,0
displacement_(vector),derivative,0
pythagorean_trigonometric_identity,sine,0
parametric_equation,equality_(mathematics),1
plane_curve,conic_section,0
analytic_geometry,coordinate_system,1
natural_number,number,1
binomial_coefficient,number,1
system_of_linear_equations,linear_equation,1
mathematics,arithmetic,0
exponentiation,natural_logarithm,0
number,analytic_geometry,0
transformation_(function),function_(mathematics),1
multiplication,cross_product,0
natural_number,empty_set,0
polynomial,graph_of_a_function,0
number,polynomial,0
rotation_of_axes,mathematics,1
equation,integer,0
mathematics,subtraction,0
unit_circle,pythagorean_theorem,0
simultaneous_equations,number,1
equation,cartesian_coordinate_system,0
function_(mathematics),distance,0
amplitude,force,0
degree_(angle),mathematics,1
number,real_line,0
polynomial,descartes'_rule_of_signs,0
logarithm,degree_of_a_polynomial,0
inverse_function,mathematics,1
constant_function,polynomial,0
range_(mathematics),limit_of_a_sequence,0
force,change_of_variables,0
homogeneous_polynomial,polynomial,1
fundamental_theorem_of_algebra,integer,1
perpendicular,equation,0
exponentiation,function_composition,0
sine,multiplicative_inverse,0
equation,analytic_geometry,0
complex_number,fundamental_theorem_of_algebra,0
euclidean_vector,vector_(mathematics_and_physics),1
exponential_function,arithmetic,1
curve,unit_circle,0
sine_wave,geometry,1
line_(geometry),analytic_geometry,0
equation,fundamental_theorem_of_algebra,0
asymptote,geometry,1
rational_number,multiplicative_inverse,0
zero_(complex_analysis),complex_number,1
equation,subtraction,0
even_and_odd_functions,sine,0
rotation_of_axes,conic_section,0
curve,ellipse,0
spherical_law_of_cosines,triangle,0
set_(mathematics),natural_number,0
law_of_sines,triangle,1
cone,curve,1
base_(exponentiation),calculus,0
equality_(mathematics),rational_root_theorem,0
eccentricity_(mathematics),curve,1
division_(mathematics),arithmetic,1
geometry,conic_section,0
mathematics,chord_(geometry),0
binomial,integer,1
multiplicative_inverse,number,1
area,geometry,0
mathematics,dependent_and_independent_variables,0
linear_function,slope,0
linear_function,real_number,0
simple_harmonic_motion,force,1
polynomial,polynomial_long_division,0
circular_sector,line_(geometry),1
negative_number,slope,0
real_line,graph_of_a_function,0
secant_line,circle,0
unit_circle,cartesian_coordinate_system,0
exponentiation,addition,0
set_(mathematics),open_set,0
line_(geometry),displacement_(vector),0
base_(exponentiation),multiplication,1
floor_and_ceiling_functions,function_(mathematics),0
vector_field,mathematics,0
dot_product,mathematics,1
mathematics,asymptote,0
sine_wave,line_(geometry),1
integer,inequality_(mathematics),0
logarithm,common_logarithm,0
real_number,fundamental_theorem_of_algebra,0
addition,function_(mathematics),0
addition,descartes'_rule_of_signs,0
analytic_geometry,number,1
minor_(linear_algebra),identity_matrix,0
multiplication,mathematics,1
geometry,edge,0
mathematical_induction,mathematics,1
real_number,natural_logarithm,0
function_composition,commutative_property,0
graph_of_a_function,function_(mathematics),1
parity_(mathematics),mathematical_proof,0
trigonometry,solution_of_triangles,0
base_(exponentiation),nth_root,0
mathematics,line–line_intersection,0
line_segment,edge,0
mathematics,graph_of_a_function,0
range_(mathematics),real_number,0
linear_inequality,equation,1
exponentiation,negative_number,0
vector_(mathematics_and_physics),scalar_multiplication,0
natural_logarithm,multiplicative_inverse,0
set_(mathematics),interval_(mathematics),0
curve,line_(geometry),1
arithmetic,polynomial,0
line_(geometry),unit_circle,0
function_(mathematics),piecewise,0
system_of_linear_equations,line_(geometry),1
exponentiation,polynomial,0
sign_(mathematics),absolute_value,0
set_(mathematics),rational_number,0
floor_and_ceiling_functions,limit_of_a_sequence,0
multiplication,complex_number,0
analytic_geometry,distance,1
zero_of_a_function,real_number,0
geometry,vertical_line_test,0
injective_function,mathematics,1
linear_function,perpendicular,0
line_(geometry),eccentricity_(mathematics),0
line_(geometry),asymptote,0
conic_section,geometry,1
mathematics,matrix_multiplication,0
multiplication,inequality_(mathematics),0
extended_real_number_line,mathematics,1
unit_circle,pythagorean_trigonometric_identity,0
algebra,inequality_(mathematics),0
mathematics,triangle,0
multiplication,identity_matrix,0
integer,fundamental_theorem_of_algebra,0
algebraic_equation,equality_(mathematics),1
line_(geometry),equation_solving,0
amplitude,periodic_function,0
law_of_sines,pythagorean_theorem,0
degree_(angle),angle,1
parity_(mathematics),division_(mathematics),0
coordinate_system,quadrant_(plane_geometry),0
identity_(mathematics),equality_(mathematics),1
conic_section,line_(geometry),1
quadratic_equation,real_number,0
analytic_geometry,mathematics,1
integer,sine,0
multiplication,algebraic_expression,0
series_(mathematics),mathematics,1
linear_function,degree_of_a_polynomial,0
arithmetic,binomial_coefficient,0
natural_number,division_(mathematics),0
linear_equation,equation_solving,0
triangle,law_of_sines,0
mathematics,orientation_(geometry),0
semi-major_axis,simple_harmonic_motion,0
base_(exponentiation),natural_logarithm,0
arithmetic,exponential_growth,0
derivative,vector_(mathematics_and_physics),0
sine,graph_of_a_function,0
number,simultaneous_equations,0
mathematics,image_(mathematics),0
sine_wave,curve,1
matrix_multiplication,multiplication,1
pythagorean_theorem,function_(mathematics),0
addition,even_and_odd_functions,0
mathematics,quadratic_formula,0
vector_space,vector_(mathematics_and_physics),1
degree_of_a_polynomial,number,1
limit_(mathematics),parity_(mathematics),0
equation,division_(mathematics),0
complex_number,sine,0
algebraic_expression,number,1
unit_circle,real_number,0
partial_fraction_decomposition,quadratic_equation,0
associative_property,subtraction,0
mathematics,inverse_function,0
quadrant_(plane_geometry),coordinate_system,1
mathematics,domain_of_a_function,0
graph_of_a_function,cartesian_coordinate_system,0
quadratic_function,mathematics,1
limit_of_a_function,limit_(mathematics),1
equality_(mathematics),simultaneous_equations,0
line_(geometry),linear_equation,0
chord_(geometry),mathematics,1
quadratic_formula,equality_(mathematics),1
binary_logarithm,function_(mathematics),1
real_number,common_logarithm,0
partial_fraction_decomposition,monomial,0
mathematics,coordinate_system,0
binomial,multiplication,1
empty_set,closed_set,0
function_(mathematics),rational_function,0
algebraic_equation,equation,1
fundamental_theorem_of_algebra,arithmetic,1
graph_(mathematics),geometry,0
square_matrix,minor_(linear_algebra),0
equality_(mathematics),quadratic_formula,0
linear_equation,slope,0
matrix_multiplication,mathematics,1
matrix_multiplication,elementary_matrix,0
mathematics,trigonometric_tables,0
line_(geometry),sine_wave,0
synthetic_division,multiplication,1
complex_number,factorization,0
circle,mathematics,1
polynomial,quadratic_equation,0
trigonometric_functions,identity_(mathematics),0
mathematical_proof,mathematics,1
logarithm,equation_solving,0
mathematics,circular_sector,0
line_(geometry),edge,0
mathematics,multiplication,0
parity_(mathematics),limit_of_a_sequence,0
exponential_function,e_(mathematical_constant),0
commutative_property,algebraic_expression,0
geometry,quadrant_(plane_geometry),0
real_number,complex_number,0
complex_number,real_number,1
edge,mathematics,1
arithmetic,division_by_zero,0
square_matrix,main_diagonal,0
number,exponential_function,0
simultaneous_equations,mathematics,1
even_and_odd_functions,real_number,0
binomial_coefficient,binomial,1
calculus,linear_inequality,0
range_(mathematics),function_(mathematics),1
interval_(mathematics),integer,0
geometric_series,area,0
mathematics,periodic_function,0
matrix_(mathematics),minor_(linear_algebra),0
line_(geometry),cylinder_(geometry),0
multiplication,integer,0
circle,equation,0
equation_solving,mathematics,1
complex_number,inverse_trigonometric_functions,0
line_segment,semi-major_axis,0
inverse_function,inverse_trigonometric_functions,0
inequality_(mathematics),multiplicative_inverse,0
line_(geometry),real_number,0
common_logarithm,exponentiation,1
edge,geometry,1
multiplication,logarithm,0
mathematics,exponential_growth,0
semi-major_axis,displacement_(vector),0
monomial,binomial,0
scientific_notation,division_(mathematics),0
number,zero_(complex_analysis),0
polynomial,equation_solving,0
associative_property,division_(mathematics),0
logarithm,multiplicative_inverse,0
union_(set_theory),distributive_property,0
union_(set_theory),commutative_property,0
natural_number,subtraction,0
quadratic_formula,integer,1
function_(mathematics),quadratic_function,0
complex_conjugate,number,1
exponential_growth,multiplication,1
calculus,mathematics,1
number,matrix_ring,0
function_(mathematics),vertical_line_test,0
complex_conjugate,real_number,1
plane_(geometry),mathematics,1
product_topology,number,1
mathematics,cylinder_(geometry),0
line_segment,semi-minor_axis,0
unit_circle,circle,1
main_diagonal,identity_matrix,0
mathematics,system_of_linear_equations,0
mathematics,law_of_sines,0
descartes'_rule_of_signs,arithmetic,1
logarithm,real_number,0
semi-major_axis,semi-minor_axis,0
radius,mathematics,1
geometry,curve,0
real_line,distance,0
geometry,degree_(angle),0
set-builder_notation,set_(mathematics),1
number,real_number,0
piecewise,mathematics,1
integer,synthetic_division,0
range_(mathematics),complex_number,0
image_(mathematics),mathematics,1
mathematics,parallel_(geometry),0
arithmetic,parity_(mathematics),0
spherical_law_of_cosines,pythagorean_theorem,0
addition,binomial_coefficient,0
law_of_sines,trigonometric_functions,0
real_number,extended_real_number_line,0
geometry,sine_wave,0
circular_sector,area,0
rational_number,number,1
mathematics,function_(mathematics),0
parity_(mathematics),number,0
mathematics,circular_motion,0
algebraic_expression,division_(mathematics),0
curve,circular_sector,0
floor_and_ceiling_functions,periodic_function,0
descartes'_rule_of_signs,polynomial,1
exponentiation,integer,0
number,multiplicative_inverse,0
simple_harmonic_motion,sine_wave,0
trigonometry,spherical_law_of_cosines,0
arithmetic,synthetic_division,0
real_line,line_(geometry),1
mathematics,linear_equation,0
addition,quadratic_formula,0
calculus,limit_(mathematics),0
square_root,natural_number,0
mathematics,right_triangle,0
logistic_function,natural_logarithm,0
negative_number,inequality_(mathematics),0
polar_coordinate_system,mathematics,1
complex_plane,geometry,1
number,square_(algebra),0
elementary_matrix,identity_matrix,1
synthetic_division,addition,1
multiplication,quadratic_formula,0
dependent_and_independent_variables,derivative,0
product_topology,mathematics,1
mathematics,sum,0
integer,polynomial,0
number,synthetic_division,0
pythagorean_trigonometric_identity,trigonometric_functions,1
equation,rational_root_theorem,0
mathematics,limit_of_a_sequence,0
arithmetic,matrix_multiplication,0
quadratic_equation,analytic_geometry,0
continuous_function,function_(mathematics),1
integer,real_number,0
matrix_(mathematics),identity_matrix,0
exponential_function,complex_number,0
multiplication,polynomial_long_division,0
number,polynomial_long_division,0
equation,change_of_variables,0
addition,distributive_property,0
scientific_notation,subtraction,0
dot_product,product_(mathematics),1
vector_(mathematics_and_physics),vector_field,0
mathematics,dot_product,0
mathematics,partial_fraction_decomposition,0
perpendicular,pythagorean_theorem,0
interval_(mathematics),mathematics,1
division_(mathematics),elementary_matrix,0
polynomial,monomial,0
cone,conic_section,0
real_line,real_number,1
fundamental_theorem_of_algebra,matrix_(mathematics),0
polynomial,e_(mathematical_constant),0
commutative_property,division_(mathematics),0
polynomial,binomial_coefficient,0
partial_fraction_decomposition,real_number,0
degree_(angle),circular_sector,0
rational_root_theorem,addition,1
mathematics,zero_of_a_function,0
law_of_sines,line_(geometry),1
function_composition,mathematics,1
real_number,cartesian_coordinate_system,0
curve,asymptote,0
number,square_root,0
polynomial,subtraction,0
hyperbola,focus_(geometry),0
mathematics,function_composition,0
mathematics,degree_(angle),0
equation,domain_of_a_function,0
